"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021983","pituitary gland development","30/6545","43/18860",0.697674418604651,2.01041092969958,4.83564063408479,2.90150321892016e-06,9.88851016383596e-05,7.30384058729874e-05,"PITX1/HMGA2/PITX2/PAX6/SOX2/SRD5A1/NR0B1/SALL1/ALDH1A2/GATA2/BMP2/POU3F2/WNT5A/CDH1/ISL1/NKX2-1/HES1/FGF2/LHX3/OTP/GLI2/SIX3/GHRH/FGF8/POU1F1/DRD2/FGF10/WNT4/GLI1/SOX3",30
"GO:1990266","neutrophil migration","60/6545","106/18860",0.566037735849057,1.63108811277513,4.74999250392682,3.11896766454705e-06,0.000105712953546618,7.80815863992089e-05,"PERP/EMP2/PECAM1/RAC3/DAPK2/ITGA1/C5AR1/PLA2G1B/MDK/JAML/SLIT2/PF4/TREM1/ITGA9/PREX1/XG/CSF3R/IL23A/CXCL3/EDN1/IL1R1/CXCL13/CD74/NCKAP1L/FCER1G/C1QBP/CXCR1/RIPOR2/CXCR2/PPBP/CD300H/JAM3/C3AR1/CD177/LGALS3/ITGB2/MPP1/S100A9/CXCL6/S100A8/CCL3/BST1/C5AR2/PIK3CG/CCL21/XCL1/CX3CL1/EDN2/CXCL5/DPP4/PRTN3/SAA1/PDE4B/TGFB2/CXCL10/VAV3/GP2/IL1B/LBP/PF4V1",60
"GO:0002697","regulation of immune effector process","191/6545","421/18860",0.453681710213777,1.30732422530662,4.64907025266915,3.1352003891409e-06,0.000105712953546618,7.80815863992089e-05,"RAET1L/PGLYRP3/AGER/ATAD5/IL20RB/FCN3/SLC7A5/NECTIN4/A2M/SERPINB4/PKP3/TNFSF13/FOXF1/RASGRP4/PRAM1/SPN/CD55/RARA/HLA-E/ARRB2/HSPD1/CX3CR1/CD81/GPI/FGR/FCN1/OPA1/PRKCZ/ZP3/GATA1/INAVA/TWIST1/VSIG4/ANGPT1/CFP/C17orf99/ACP5/SPI1/SERPING1/SUSD4/USP5/MSH2/NOD1/SMAD7/CD36/NR4A3/STX7/CADM1/ICAM1/PGLYRP1/BTK/TYROBP/SCIMP/DNASE1L3/TLR4/NLRP3/TLR3/CD5L/ULBP2/GAB2/IL23A/PGC/STXBP1/GATA2/ARID5A/KMT5C/HLX/NSD2/IL6/IL7R/CD69/MAD2L2/IL1R1/ASCL2/CD74/NCKAP1L/FES/FCER1G/SH2D1B/PLA2G5/C3/EPHB2/HLA-DRB1/C1QBP/P2RX7/ULBP3/EXOSC3/FZD5/WNT5A/GPR65/LAPTM5/HLA-DRA/CD37/MASP1/UNC13D/STAT5A/IRAK3/C4BPA/CD160/TBX21/IL13/ITGAM/F2RL1/POMC/CD40LG/NFKBIZ/IL18R1/WAS/TNFRSF1B/IL33/TLR7/FOXP3/AXL/CD244/PTPRC/CD1C/SASH3/CD59/RBP4/JUNB/RIPK3/NCF1/CD177/LGALS3/B2M/ITGB2/HLA-DMB/S100A9/FADD/IL18RAP/CRTAM/KLRD1/TFRC/SECTM1/CXCL6/CD86/IL4I1/KLRB1/FCGR1A/LEP/FGL2/CR1/TREM2/HAVCR2/LILRB1/IL2/NOS2/IL27/CD226/CCR2/ADORA2B/CD22/IL12RB1/NCR3/FFAR3/CLU/INPP5D/XCL1/SPINK5/TNFSF18/RAET1G/TNFSF4/CD1E/SLC22A13/MIF/FOXJ1/RSAD2/IL21/IL5/TGFB2/NCR1/APOA1/CLEC12B/ULBP1/COLEC10/FFAR2/IFNL1/PRG2/PGLYRP2/IL1B/MZB1/LBP/KLK7/IFNB1/AZGP1/CLC/C4BPB/APOA2/IL17A/PCK1/MBL2",191
"GO:0032943","mononuclear cell proliferation","150/6545","319/18860",0.470219435736677,1.3549791532458,4.66153083479392,3.20517080708414e-06,0.000107495146714023,7.93979479718655e-05,"HELLS/EMP2/AGER/TGFBR2/LRRC32/ATAD5/ACE/GAL/IL20RB/TNFSF13/IL6ST/SPN/CD55/HLA-E/HSPD1/CD81/NR5A2/HPRT1/ZP3/SLC11A1/IGFBP2/TCF3/VSIG4/DLG5/CDKN2A/VTCN1/CTPS1/LMO1/PRKCD/SOX11/PLA2G2F/MEF2C/VSIR/CSF1/MNDA/CCND3/SLC7A1/DOCK8/SFTPD/BTK/TYROBP/LST1/CHRNB2/TLR4/DLG1/ADA/IL23A/HLA-DPB1/IL6/IL7R/SCRIB/SH3RF1/HLA-DPA1/CD74/NCKAP1L/PLA2G5/EPHB2/HLA-DRB1/P2RX7/NFATC2/TNFRSF21/TSPAN32/PLCL2/RIPOR2/AIF1/SCGB1A1/LAPTM5/CD37/FCGR3A/DOCK2/STAT5A/TNFSF14/LEF1/BID/CD4/IL13/LIPA/CD151/CD40LG/PCYT1A/NFKBIZ/EPO/GAPT/SDC4/TNFRSF1B/MSN/IHH/FOXP3/FYN/PRKCQ/CD24/LILRB2/PTPRC/SASH3/HES1/RIPK3/LGALS3/HLA-DMB/FADD/CRTAM/TFRC/CD86/IL4I1/ZP4/LEP/CR1/BST1/HAVCR2/PTPN22/GPNMB/ARG2/LILRB1/IRF1/IL2/TNFRSF13C/IL27/CCR2/PIK3CG/DHPS/CD22/IL12RB1/HHLA2/INPP5D/XCL1/TNFSF18/TNFSF8/PLA2G2A/CD70/TNFSF4/FGF10/CARD11/IL1A/GPR183/MIF/FLT3/FOXJ1/PRLR/IL21/IL5/VAV3/WNT4/WNT3A/LGALS9C/IGHE/IL1B/MZB1/IFNB1/CLC/IGF2/RAG2",150
"GO:0098661","inorganic anion transmembrane transport","72/6545","133/18860",0.541353383458647,1.55995795447366,4.72437193836247,3.22197158473959e-06,0.000107495146714023,7.93979479718655e-05,"GABRA3/RACGAP1/GABRQ/CLIC5/CLCA2/GABRR1/SLC1A1/SLC25A10/CLCN2/CLCA4/SLC5A6/SLC4A11/SLC4A3/FXYD3/GABRG2/SLC1A4/PACC1/ANO6/SLC6A2/GABRA5/SLC12A8/CLIC3/SLC26A9/GABRG3/TTYH3/BEST1/XPR1/SLC26A6/SLC34A1/CLIC2/TTYH1/GABRE/SLC12A4/KCNK2/GLRA3/GABRP/ANO5/SLC4A1/CFTR/ANO2/BEST2/FXYD1/CLDN17/BEST3/SLC20A2/KCNK1/ANO7/SLC1A7/CLCN4/SLC26A8/CLCN1/SLC6A1/SLC17A7/SLC4A8/ANO9/SLC5A8/OCA2/SLC4A9/GLRA2/GABRB2/AQP6/CLCNKB/ANO1/SLC26A3/SLC5A5/GABRA1/SLC17A1/GABRR3/SLC17A8/GABRG1/GABRA6/GABRB1",72
"GO:1903046","meiotic cell cycle process","112/6545","227/18860",0.493392070484582,1.42175316261867,4.66043904559826,3.57840583908833e-06,0.000118761856617701,8.77197529471748e-05,"TTK/CDC20/CCNB2/NCAPH/PLK1/RAD54L/NUF2/SKA3/ASPM/SKA1/TOP2A/PKMYT1/NDC80/CDC25C/RAD51/ESPL1/AURKA/SGO1/TRIP13/KNL1/ZWINT/PTTG1/BRIP1/CDC25A/EME1/RAD51AP1/CCNE1/RAD54B/FANCA/FANCD2/KIF18A/TESMIN/INCENP/NCAPD2/FIGNL1/RPS6KA2/FBXO43/NDC1/OVOL1/DCAF13/P3H4/DMRT1/TUBG1/HSF2BP/CCNE2/FBXO5/MSH6/SMC4/NSUN2/NCAPD3/NPPC/MASTL/SHOC1/SMC2/BRCA2/RMI1/HORMAD1/CKS2/PSMC3IP/BRDT/TOP6BL/TEX11/EDN1/TEX19/STRA8/DMC1/WNT5A/TDRD12/BRME1/TEX15/ANKLE1/MEIOB/CENPX/MND1/MOV10L1/C14orf39/MEIOC/SPDYA/PRDM9/SYCE3/MSX2/LIF/EDNRA/MSH5/MCMDC2/SYCE2/MAEL/CCNA1/TUBB8/REC114/PIWIL2/TEX14/SYCP2/IHO1/SYCP1/DAZL/RPL10L/DDX4/PTTG3P/HSF5/MEIOSIN/WNT4/MEI4/RBM46/SHCBP1L/KASH5/DNMT3L/TAF1L/ASZ1/DMRTC2/SYCE1/NANOS2",112
"GO:0042475","odontogenesis of dentin-containing tooth","53/6545","91/18860",0.582417582417582,1.67828809845617,4.7283680425894,3.63823759271342e-06,0.000120118688021929,8.87219342784501e-05,"NECTIN1/TP63/PERP/DLX1/BMP7/FOXI3/DLX2/AMTN/HDAC1/FST/HDAC2/SMO/FPR2/SLC24A4/DMRT3/CSF1/CSF3R/DMP1/BMP2/SLC34A1/MMP20/WNT6/NFIC/NKX2-3/SCN5A/CAMP/TBX1/LEF1/JAG2/CFTR/ODAPH/DSPP/RSPO2/RUNX2/BCL11B/DLX3/NGFR/WNT10A/MSX2/TNC/ENAM/GLI2/FAM20A/EDAR/SMPD3/KLK4/FGF8/FGF10/LRP4/HAND2/FGF4/AMBN/AMELY",53
"GO:0002934","desmosome organization","14/6545","15/18860",0.933333333333333,2.68948306595365,4.77197708312856,3.69488447485792e-06,0.000121354812851666,8.96349594513843e-05,"DSG3/NECTIN1/PKP1/DSP/PERP/PKP3/DSG2/GRHL1/JUP/DSC1/KPRP/SNAI2/PKP2/CDH1",14
"GO:0061035","regulation of cartilage development","46/6545","76/18860",0.605263157894737,1.74411965743235,4.73862652842166,3.713966507844e-06,0.000121354812851666,8.96349594513843e-05,"ACVRL1/SHOX2/PTHLH/TAPT1/HOXA11/RARA/BMPR2/KAT2A/NKX3-2/SIX2/NR5A2/MDK/GREM1/ZBTB16/SMAD7/RARG/SNAI2/CCN1/BMP2/FGF18/WNT5A/CCN2/RFLNB/EFEMP1/CCN4/RUNX2/SOX9/IHH/GDF2/TRPS1/RFLNA/ZNF664-RFLNA/BMP6/ADAMTS12/LEP/AXIN2/LOXL2/FRZB/SMPD3/PRKG2/TGFB2/PKDCC/GDF5/SOX6/WNT11/PTH",46
"GO:0050921","positive regulation of chemotaxis","77/6545","145/18860",0.531034482758621,1.53022312373225,4.67245036892998,3.94521409771259e-06,0.000127724360532731,9.43396278093982e-05,"PERP/ARTN/S1PR1/AGER/S100A7/VEGFD/KDR/TPBG/BMPR2/DAPK2/CX3CR1/C5AR1/NEDD9/MDK/SLIT2/CCL26/FPR2/SPI1/HSPB1/ANO6/TRPV4/CSF1/CCL2/NRP1/IL6R/IL23A/PGF/AZU1/IL6/EDN1/CXCL13/CD74/NCKAP1L/GAS6/PDGFB/C1QBP/CCR1/FGF18/WNT5A/RIPOR2/AIF1/GPSM3/IL16/TNFSF14/F2RL1/CXCL12/THBS1/ITGA2/TMSB4X/C3AR1/NTRK3/CMKLR1/CCL4/PRKD1/P2RY12/FGF2/CCL3/TREM2/SEMA5A/RARRES2/CSF1R/CCR2/CCL21/SCG2/XCL1/TNFSF18/S100A14/CXCL17/FGF10/EDN2/CXCL10/CCR6/PTN/CCL7/NTF3/LBP/F7",77
"GO:0032835","glomerulus development","45/6545","74/18860",0.608108108108108,1.75231763467058,4.72712286569692,3.94919934759666e-06,0.000127724360532731,9.43396278093982e-05,"TEK/EDNRB/PECAM1/CD34/TCF21/BMP7/GPR4/CFLAR/LAMB2/VANGL2/COL4A3/LGR4/SERPINB7/ANGPT1/AQP1/JAG1/MEF2C/PODXL/COL4A4/IL6R/HEYL/KLF15/EGR1/EDN1/SULF1/PDGFB/LHX1/PLCE1/NOTCH3/SULF2/CD24/OSR1/HES1/AGTR2/BASP1/ENPEP/EDNRA/PAX2/PTPRO/FOXJ1/RET/ADIPOQ/KIRREL3/NPHS1/NPHS2",45
"GO:0008016","regulation of heart contraction","111/6545","225/18860",0.493333333333333,1.42158390628979,4.63775211036004,3.974332077916e-06,0.000127884726101064,9.44580768504963e-05,"DSP/SHOX2/EDNRB/EPAS1/ACE/NUP155/NMU/DSG2/SLC1A1/GPD1L/CAV1/JUP/APLN/CAV3/DES/NKX2-5/ADM2/ADRB1/CELF2/DSC2/HSPB7/SLC4A3/ADCY10/TBX5/ATP2A1/TBX2/SMAD7/GLRX3/HOPX/TBX18/KCNJ8/ATP1A2/MYL3/SCN4B/THRA/KCNA5/DLG1/ADA/CASQ2/CHRM2/CACNA1D/GJA5/PDE4D/HCN3/CLIC2/KCNIP1/KCNQ1/EDN1/ATP1B2/MYL4/ABCC9/SCN2B/JPH4/ANK2/HRC/KCND2/SLC8A3/SCN5A/MYH6/PKP2/KCNE1/KCNJ5/ISL1/JPH3/KCNN2/HBEGF/ADRA1A/FXYD1/APELA/JPH2/TRDN/RGS2/SLC8A1/KCNH6/GJD3/SLC8A2/ADM/CACNA1C/AGTR2/EDNRA/CHGA/RNF207/TNNI3/ADRA1B/PIK3CG/CACNA1H/CACNB2/GSTM2/PLN/GATA4/DRD2/CACNA2D1/TH/CORIN/EDN2/NOS3/MYH7/PDE4B/MC3R/RYR2/TGFB2/TNNT2/OXT/GLP1R/KCNH2/ATP1A3/SPX/KCNE2/HCN4/CSRP3/FOXN4",111
"GO:0070372","regulation of ERK1 and ERK2 cascade","143/6545","303/18860",0.471947194719472,1.35995784452395,4.60485564745317,4.20448626066434e-06,0.000134607264678542,9.94234709592504e-05,"DUSP9/FAM83D/TEK/RAMP3/AGER/S100A7/HTR2C/ARRB1/GPBAR1/RAPGEF2/GLIPR2/KDR/TPBG/FLT4/WNK2/SPRY4/NPSR1/CFLAR/ARRB2/FGFR4/NHERF1/GNAI2/FFAR4/C5AR1/DUSP1/PRKCZ/MARCO/FERMT2/C1QL4/MTURN/GPER1/YWHAZ/ANGPT1/FPR2/MIR205/TRAF7/NOD1/RAP1A/CD36/FGF19/ICAM1/TRPV4/PRXL2C/CCN1/NRP1/AKAP12/SCIMP/TLR4/DLG1/ERBB4/SPRED3/NLRP12/HRAS/TNFSF11/BMP2/RRAS/PDE8B/SLC30A10/TNFAIP8L3/SPRY1/CD74/GAS6/NECAB2/PDGFB/PLA2G5/SPRED1/EPHB2/NPNT/HLA-DRB1/ATF3/CCR1/FGF18/DAB2/LMO3/CCN2/ALKAL2/CD4/NEK10/ACKR3/EPHA7/F2RL1/DUSP6/IAPP/ADRA1A/APELA/EPO/JUN/DDR2/ROS1/FGFR3/PTPRC/EPHB1/P2RY6/CHRNA10/DUSP26/LIF/CHRNA7/MIR126/FGF21/FGF2/KLF4/CCL3/TREM2/NOX4/HAVCR2/PTPN22/GPNMB/EGFR/CSF1R/TBC1D10C/BMPER/SERPINF2/MIR145/CCL21/NRXN1/P2RY1/FGF8/PLA2G2A/DRD2/CX3CL1/CXCL17/FGF10/CHRNA9/FSHR/PKHD1/IL1A/GPR183/FGB/MIR221/MIF/NPY/ADCYAP1/FGG/HAND2/NPY5R/MT3/IL1B/FGF4/ADIPOQ/OPRM1/MIR27B/FGA/GCG",143
"GO:0001523","retinoid metabolic process","51/6545","87/18860",0.586206896551724,1.68920734437976,4.69720625576287,4.25275457276799e-06,0.000135468398174755,0.000100059520442592,"HSD17B6/AKR1B15/AKR1B10/UGT1A1/LPL/UGT1A7/CRABP2/SDR9C7/CEL/ADH1B/PRMT3/RBP2/ADH7/CYP26A1/AKR1C1/PNPLA2/RDH16/ALDH1A2/LRP8/CYP2W1/CYP4V2/CYP27C1/CYP2S1/LDLR/CYP3A7/AKR1C3/UGT1A8/ADH1A/RBP1/CYP1A2/LIPA/UGT1A9/AWAT2/ABCA4/AKR1C4/RDH12/LRP1/RBP4/SDR16C5/RPE65/LRP2/RARRES2/RBP3/LRAT/CYP2C18/RDH10/CYP2D6/CYP1A1/ADH1C/RDH8/CLPS",51
"GO:0001909","leukocyte mediated cytotoxicity","82/6545","157/18860",0.522292993630573,1.50503374482393,4.63245846635131,4.58707267508839e-06,0.000145387268436926,0.000107385785572595,"RAET1L/EMP2/AGER/NECTIN4/SERPINB4/HLA-E/ARRB2/CX3CR1/RAB27A/HPRT1/TUBB/SPI1/CTSH/STX7/CADM1/TREM1/ICAM1/ELANE/TYROBP/DNASE1L3/ULBP2/IL23A/AZU1/IL7R/NCKAP1L/KIR3DL1/HLA-DRB1/P2RX7/HCST/ULBP3/HLA-DRA/FCGR3A/UNC13D/STAT5A/CEBPG/CD160/ITGAM/F2RL1/POMC/SCNN1B/CTSG/DAO/FCGR2A/PRF1/PTPRC/CD1C/PRDX1/RIPK3/NCF1/B2M/FADD/IL18RAP/CRTAM/KLRD1/CXCL6/KLRB1/FCGR1A/LEP/HAVCR2/LILRB1/NKG7/NOS2/CD226/CLEC2A/IL12RB1/FCGR3B/NCR3/INPP5D/XCL1/GZMM/RAET1G/CD1E/SLC22A13/F2/IGHG1/KLRF2/IL21/NCR1/CLEC12B/ULBP1/IGHE/AZGP1",82
"GO:0001764","neuron migration","99/6545","197/18860",0.50253807106599,1.44810817728106,4.60916443186338,4.71465357440736e-06,0.00014839447944858,0.000109606968488685,"ASPM/WDR62/PITX2/PAX6/FBXO45/MARK1/RAPGEF2/CDK5R1/FEZF1/PHACTR1/CELSR2/GPM6A/FILIP1/KIF20B/VAX1/NDE1/SEPTIN4/MYH10/SPOCK1/TWIST1/MDK/POU4F1/VRK1/TLX3/NDNF/FBXO41/SRGAP2C/MEF2C/NKX6-1/CDK5R2/ARHGEF2/LRP8/NRP1/NR4A2/ERBB4/DCDC2/TUBB2B/GATA2/CDKL5/RNF7/APBB2/NRCAM/SH3RF1/PRKG1/NRG3/GAS6/LHX1/CAMK2B/LRP12/ADGRG1/IGSF10/NTRK2/DNAAF4/CXCL12/EVX1/SOX1/NKX2-1/AXL/FYN/ABI3/NTRK3/FOXG1/NTNG1/DDIT4/NAV1/COL3A1/UNC5C/TBX20/TUBA1A/CNTN2/SATB2/LHX6/MAP1B/CAMK2A/EMX2/DRD2/CX3CL1/DCX/SEMA3E/ASCL1/FAT3/SEPTIN14/DRD1/SOX14/SCRT1/NTN1/BARHL2/KIF26A/ASTN2/FEZF2/ATOH1/DAB1/RELN/KIRREL3/OLIG3/KIAA0319/PHOX2B/SCRT2/CCK",99
"GO:0007517","muscle organ development","171/6545","373/18860",0.458445040214477,1.32105018463637,4.56552859190605,4.72877186442865e-06,0.00014839447944858,0.000109606968488685,"CENPF/PITX1/DSP/SHOX2/S1PR1/PITX2/TCF21/FHL1/SOX15/COL11A1/ENG/TNNC1/DMRTA2/HOXD10/FOXL2/CFL2/ANKRD1/HSD17B1/GPC1/CITED2/CAV1/SIX4/DLL4/LMOD3/UTRN/DISP1/CFLAR/CAV3/PPIF/VAX1/DES/ADARB1/CHODL/STRA6/NKX2-5/RPL3L/VANGL2/NR4A1/SMO/TWIST1/POU4F1/MEGF10/FXR1/SGCA/TLL2/TMEM182/NLN/ERO1A/MYOCD/BARX2/PAX3/HEG1/SMAD7/SOX11/MEF2C/CAV2/NEGR1/SIX1/MYL3/PAX7/FOXH1/BTG2/NEB/MAFF/FOS/UQCC2/MYOZ1/HEYL/KLHL41/TGFBR3/BMP2/H1-5/HLX/EGR1/STAC3/FOXO4/MAPK12/MYOD1/POU6F1/ETV1/WNT10B/ABCC9/MEOX2/CAPN3/MYL6B/POPDC3/RCAN1/ATF3/MYH6/RIPOR2/GSC/PKP2/TBX1/TRIM72/LEF1/VAMP5/ISL1/MYOM1/HBEGF/ITGA11/JPH2/UNC45B/LAMA2/NEURL1/B4GALNT2/HOXD9/HLF/ALX4/KLF5/EPHB1/EGR3/ANKRD2/METTL21C/SGCG/ZFPM2/BASP1/RYR1/COL19A1/ITGA7/LIF/EGR2/EDNRA/SRPK3/MYLK/NUPR1/ELN/SGCD/USP2/COL3A1/TNNI3/LRP2/TBX20/CACNA1S/SGCE/MIR145/MYH15/FER1L6/CACNA1H/CHKB/ADGRB1/WNT2/MSC/FGF8/NEUROG1/TAGLN/CHRND/TCF15/MYH7/MYOZ2/ANKRD33/RYR2/TCF23/MYOM2/TGFB2/CXCL10/KEL/BORCS8-MEF2B/MEF2B/P2RX2/TNNT2/FGF3/MYF6/WNT3A/SOX6/XIRP2/NPHS1/IGF2/PHOX2B/SMYD1/VGLL2/CSRP3",171
"GO:0007611","learning or memory","135/6545","284/18860",0.475352112676056,1.36976941865094,4.5773171748752,4.84799151147633e-06,0.000151386296508613,0.000111816781141025,"FEN1/AGER/SLC24A2/PTPRZ1/EN1/SLC6A4/SLC1A1/ITGA8/TPBG/CNTNAP2/CLDN5/KAT2B/B4GALT2/BTBD9/KAT2A/GPI/NETO1/STRA6/LRRN4/CALB1/SLC7A11/PDE1B/C1QL1/KCNAB1/NEDD9/MDK/GRIA1/RASGRF1/SHANK3/ASIC1/KLK8/MUSK/POMK/ATP8A1/MEF2C/PAK6/GABRA5/CPEB3/PJA2/NRGN/ARC/ATP1A2/BTG2/FOS/THRA/CHRNB2/EIF4A3/LDLR/ARL6IP5/FZD9/PDE8B/ACSS2/TNR/RCAN2/ZNF385A/FOXO6/TLR2/EPHB2/TTBK1/KCNK2/JPH4/RCAN1/RAPGEF3/SLC8A3/NTRK2/NEUROD2/KCTD16/PAK5/BRSK1/DNAAF4/MAPK8IP2/JPH3/SHISA7/CAMK2N1/GALR2/VDAC3/FYN/CLN3/SORCS3/NTF4/SLC8A2/LILRB2/NPTX2/B2M/GRIN1/CHRNA7/ADGRB3/GALR3/OPRK1/TREM2/TUBA1A/CNTN2/RAG1/EGFR/FOXB1/PRKCG/SCN2A/DKK1/NRXN1/SYT11/PLN/NEUROG1/TBR1/PIANP/DRD2/SLC6A1/TH/SLC17A7/SHANK2/GIP/DRD1/MAPT/CRH/ELAVL4/DBH/NRXN2/OXT/PTCHD1/GLP1R/PTN/CRHBP/GHSR/SYT4/RELN/PPP1R1B/MME/LCN2/GRIN2A/NTSR1/ADAM2/LMX1A/KIAA0319/SLITRK4/DRD3/KCNK4",135
"GO:0007586","digestion","78/6545","148/18860",0.527027027027027,1.51867528338117,4.6180991593215,4.98967748276465e-06,0.000155046890015907,0.000114520564723102,"UCN2/NMU/AKR1C2/NPSR1/CEL/SLC9A4/INAVA/MDK/CAPN9/PRSS3/AQP1/NPPC/AKR1C1/ABCB1/CD36/NEGR1/CHRM1/TLR4/SLC2A5/LDLR/PGC/SLC26A6/PIR/STRAP/KCNQ1/CHIA/NKX2-3/PRSS1/MUC2/LIPA/FOLH1/VIL1/DAO/STATH/CLPSL2/TFF2/SOX9/LRCOL1/PRSS2/CLPSL1/GCNT3/RBP4/WNK3/LEP/ABCG8/OPRK1/IL10RA/CHRM3/CCKBR/TFF1/MUC4/NEUROG1/MOGAT2/AKR1D1/FGF10/KCNN4/PPARGC1A/SLC4A9/UCN3/NPC1L1/SCT/CRH/APOA1/MUC13/OXT/CLPS/WNK4/GHSR/CHRM5/CHIT1/CLDN2/AQP5/ENPP7/SST/APOA2/SI/IL17A/CCK",78
"GO:0050830","defense response to Gram-positive bacterium","71/6545","132/18860",0.537878787878788,1.54994559807394,4.62229802121941,5.09768771961309e-06,0.000157019657889571,0.000115977688377348,"KRT6A/PGLYRP3/GPR15LG/GBP6/PGLYRP4/SPRR2A/H2BC8/HLA-E/RNASE1/FGR/RNASE7/C5AR1/PLA2G1B/H2BC7/ACP5/NOD1/RNASE4/CD36/RNASE10/ANG/PGLYRP1/H2BC11/HMGB2/DROSHA/IL6R/LCE3A/H2BC6/IL6/IL7R/TLR2/P2RX7/STAB2/CAMP/DEFA4/VIP/CTSG/MPEG1/DEFA3/GBP4/H2BC10/LYZ/DMBT1/ADM/NCF1/B2M/LYG1/H2BC12/CHGA/HAVCR2/DEFB1/HCK/RARRES2/H2BC21/RNASE13/H2BC4/MMP7/TNFSF8/PLA2G2A/DEFB4A/SSC5D/NPY/LYG2/DEFA5/PGLYRP2/IL1B/LBP/H2BC12L/LCE3C/IL17A/LALBA/MBL2",71
"GO:0043583","ear development","116/6545","238/18860",0.487394957983193,1.40447194920749,4.57784066783746,5.10270539915626e-06,0.000157019657889571,0.000115977688377348,"TFAP2A/CCNA2/GRHL3/NECTIN1/GJB6/DLX6/MCM2/USH1G/DLX5/OTX1/HOXA13/COL11A1/SOX2/HOXA1/ESRP1/ITGA8/SIX4/CTHRC1/TSKU/NKX3-2/NHERF1/SIX2/STRA6/CALB1/DDR1/VANGL2/ZEB1/TWIST1/ROR1/JAG1/TBX2/KCNK3/NR4A3/GABRA5/SIX1/TBX18/HPCA/MYO3B/ZIC1/GBX2/GATA2/BMP2/MYCL/KCNQ1/SCRIB/EDN1/HMX2/STRC/TTC39C/EPHB2/KCNK2/WNT5A/GSC/MYCN/COL2A1/FZD6/TBX1/JAG2/LHFPL5/SDC4/SOX9/PLPPR4/DCHS1/GRXCR2/TMC1/LRIG3/OSR1/ZIC3/HES1/PCDH15/NTRK3/CHRNA10/FOXG1/MYO3A/EDNRA/SLC44A4/GSDME/BMP5/FGF2/LIN7A/CEBPD/LHX3/LGR5/PAX2/FRZB/BMPER/FGF9/TBX3/OSR2/TMIE/RDH10/FGF8/NEUROG1/CYTL1/USH1C/SOBP/FGF10/CHRNA9/TCF15/ATP6V1B1/FOXI1/OTOP1/SLITRK6/USH2A/TGFB2/NTN1/HPN/GABRB2/WNT3A/HES5/HMX3/ESRRB/ATOH1/POU3F4/SLC17A8/PHOX2B",116
"GO:0002064","epithelial cell development","111/6545","226/18860",0.491150442477876,1.41529371201417,4.57881900861482,5.16320058507011e-06,0.000158113664293524,0.000116785742193704,"ROBO4/ABCA12/TP63/CDH5/EDNRB/PECAM1/EPAS1/HOXA13/PAX6/RAPGEF2/HSD17B4/EPB41L5/IL6ST/TMEM79/HOXB13/KDR/NOTCH4/GPR4/CLDN5/SIDT2/GRHL2/DMRT1/RILPL2/TFAP2C/RARA/MAGI1/ONECUT2/PDE2A/NKX3-2/NR5A2/SLC9A4/MYADM/LAMB2/GATA1/FRMD6/PGR/SMO/ARID4A/SFN/TJP1/HOXA5/JAG1/RAP1A/HEG1/ABCB1/CLDN1/RARG/ICAM1/NKX6-1/PODXL/VIM/ST14/RDX/GATA2/POF1B/PDE4D/ONECUT1/ADAMTSL4/WNT7B/PROC/SPINT2/PDGFB/SOX18/PPP1R16B/FZD5/RAPGEF3/WNT5A/HYDIN/S1PR2/KCNE1/AMOTL2/F2RL1/BCL11B/MSN/SOX9/IHH/ROS1/FOXP3/ARHGEF26/KLF5/WNT5B/INSM1/DNASE1L2/BMP6/EDNRA/BMP5/CDK6/FAT1/KRT2/SIX3/GSTM3/FRZB/NKX2-2/AR/ADAM7/CDH2/FSHR/PKHD1/FOXJ1/TMOD1/TJP3/WNT7A/BFSP2/NUP210L/IL1B/ADIPOQ/DACT2/TNMD/NPHS1/NPHS2/TMIGD1",111
