"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021983","pituitary gland development","30/6369","43/18860",0.697674418604651,2.06596632672063,4.9968794437016,1.52102275336759e-06,5.15439635726759e-05,3.74155329705395e-05,"PAX6/ISL1/CDH1/POU1F1/PITX1/FGF10/GLI2/SALL1/LHX3/FGF8/GLI1/WNT5A/HES1/GHRH/BMP2/ALDH1A2/SOX3/NKX2-1/SIX3/FGF2/SRD5A1/DRD2/HMGA2/WNT4/PITX2/NR0B1/OTP/GATA2/SOX2/POU3F2",30
"GO:0007586","digestion","78/6369","148/18860",0.527027027027027,1.56064213059032,4.88936922248691,1.53969970551492e-06,5.18993459247237e-05,3.76735034328119e-05,"PRSS3/NPC1L1/STRAP/KCNQ1/SCT/FGF10/OPRK1/ABCB1/FOLH1/PIR/SI/PGC/OXT/KCNN4/LIPA/NMU/PPARGC1A/CCKBR/IL10RA/MDK/DAO/IL17A/SLC4A9/APOA1/NKX2-3/GHSR/AKR1D1/SOX9/STATH/WNK4/VIL1/LDLR/CHRM3/CHIT1/CHIA/CD36/CAPN9/TLR4/CLPS/RBP4/GCNT3/SLC2A5/ABCG8/UCN2/MUC4/CRH/AKR1C2/SST/APOA2/TFF2/TFF1/AQP5/NPPC/INAVA/CLDN2/MOGAT2/CHRM1/CEL/NEGR1/MUC13/LEP/UCN3/SLC9A4/NEUROG1/ENPP7/CHRM5/CCK/AKR1C1/NPSR1/WNK3/CLPSL2/MUC2/CLPSL1/LRCOL1/PRSS1/SLC26A6/AQP1/PRSS2",78
"GO:1903046","meiotic cell cycle process","111/6369","227/18860",0.488986784140969,1.44799666335354,4.84889373531114,1.57802388192291e-06,5.27432850469776e-05,3.82861150727626e-05,"NCAPD2/NSUN2/RAD51/NDC1/ASPM/RPS6KA2/TRIP13/MOV10L1/EDN1/NDC80/RAD54L/AURKA/DAZL/DMC1/CCNE1/RAD51AP1/FBXO5/TTK/SMC4/WNT5A/MSH6/CDC20/MSX2/TEX11/MASTL/TEX14/NCAPH/MND1/KIF18A/TAF1L/ZWINT/CKS2/PKMYT1/LIF/SGO1/TUBG1/PSMC3IP/TOP2A/BRME1/FIGNL1/TESMIN/CCNA1/TEX15/ESPL1/BRIP1/SMC2/DMRT1/KNL1/BRDT/BRCA2/P3H4/DMRTC2/DNMT3L/MAEL/NUF2/HORMAD1/FANCD2/STRA8/INCENP/NCAPD3/EDNRA/RBM46/DDX4/ASZ1/SKA1/EME1/FBXO43/SHCBP1L/CCNB2/CDC25C/ANKLE1/HSF2BP/KASH5/SYCE2/MEIOB/WNT4/NPPC/SPDYA/CDC25A/PRDM9/PTTG1/DCAF13/SHOC1/SKA3/RPL10L/PLK1/CENPX/SYCE1/OVOL1/IHO1/TOP6BL/TDRD12/CCNE2/HSF5/MCMDC2/RMI1/C14orf39/MEIOC/TEX19/REC114/FANCA/SYCP2/PIWIL2/RAD54B/SYCP1/MSH5/PTTG3P/SYCE3/MEIOSIN/TUBB8/MEI4",111
"GO:0015698","inorganic anion transport","89/6369","174/18860",0.511494252873563,1.51464619393867,4.86991709295857,1.58138301387498e-06,5.27432850469776e-05,3.82861150727626e-05,"CFTR/SLC4A1/GABRA3/CLCA4/SLC11A1/GABRA1/BEST2/TG/ANO2/SLC4A8/KCNQ1/PACC1/CLCN4/CLNS1A/SLC4A4/KCNK2/ABCB1/AQP6/SLC4A11/FXYD3/SLC26A3/ABCC6/GABRP/GLRA2/GABRE/SLC6A2/OCA2/SLC17A7/SLC5A5/SLC1A1/SLC26A8/CLIC5/SLC4A9/GABRG2/CLCN2/SLC4A3/SLC1A4/CRY2/SLC12A4/SLC17A3/WNK4/BEST3/SLC34A1/ANO1/ADAMTS8/KCNK1/TTYH3/CLCA2/SLC5A6/PRKG2/XPR1/GLRA3/GABRB2/ANO7/GABRR1/CLIC2/CLDN17/SLC6A1/SLC34A2/RACGAP1/SLC1A7/GABRG1/GABRB1/TTYH1/BEST1/SLC22A11/SLC20A2/CA7/CLIC3/NMUR1/P2RY6/ANO5/SLC25A30/SLC26A9/ANO6/SLC17A8/GABRG3/SLC25A10/GABRR3/CLCNKB/ANO9/GABRA5/CLCN1/SLC12A8/SLC26A6/SLC5A8/FXYD1/GABRQ/SLC6A14",89
"GO:0032943","mononuclear cell proliferation","148/6369","319/18860",0.463949843260188,1.37385681329677,4.80873024183019,1.6901978600752e-06,5.55824126815602e-05,4.0347025143629e-05,"CD4/BTK/FYN/TYROBP/CD22/BID/SLC11A1/CD74/TNFRSF1B/FOXP3/TSPAN32/PRKCQ/GAL/FGF10/TCF3/TFRC/DLG1/ARG2/MEF2C/PTPRC/P2RX7/DHPS/IL12RB1/NFATC2/CD40LG/CD37/IL4I1/LILRB1/CLC/PIK3CG/TNFSF8/DOCK8/VSIR/LIPA/IL2/BST1/CRTAM/CD81/IL23A/RIPOR2/CCND3/PRLR/IL5/CD86/HES1/HHLA2/IL1A/IGFBP2/NR5A2/ZP4/TNFSF4/HELLS/TNFSF18/CCR2/FLT3/SASH3/NCKAP1L/SDC4/IRF1/IL1B/CD70/TNFSF14/STAT5A/PLA2G5/RIPK3/FOXJ1/EPO/LILRB2/LGALS3/EPHB2/SFTPD/VAV3/PTPN22/VTCN1/IL6ST/DOCK2/HAVCR2/GPNMB/IL6/TLR4/LRRC32/IL21/LEF1/SLC7A1/XCL1/HSPD1/NFKBIZ/TNFRSF21/MSN/CDKN2A/SCGB1A1/DLG5/WNT3A/SH3RF1/PLCL2/VSIG4/PLA2G2F/ACE/TNFRSF13C/CHRNB2/PCYT1A/TNFSF13/LAPTM5/WNT4/IHH/TGFBR2/MNDA/PRKCD/HPRT1/LMO1/IGF2/FADD/IL7R/INPP5D/IL13/GPR183/MZB1/CTPS1/LGALS9C/IL20RB/LEP/GAPT/ATAD5/SOX11/CD151/SCRIB/CSF1/PLA2G2A/ZP3/HLA-DRB1/CD55/ADA/IL27/SPN/CARD11/CR1/FCGR3A/AGER/AIF1/LST1/HLA-E/IGHE/EMP2/HLA-DPB1/HLA-DPA1/MIF/HLA-DMB/CD24",148
"GO:0001508","action potential","91/6369","179/18860",0.508379888268156,1.50542388015975,4.85152823581598,1.70323032942494e-06,5.55824126815602e-05,4.0347025143629e-05,"ATP1A2/KCNG1/DSG2/NEDD4L/KCNQ1/KCNH2/PKP2/ABCC9/KCNQ2/DLG1/KCNN2/KCNK2/NRCAM/KCNK16/DSP/HCN2/CACNA1I/TRPA1/KCNA7/CAV1/P2RX1/KCNA1/TBX18/NUP155/FGF12/CLCN2/SLC4A3/CHRNB4/SLC8A2/CASQ2/KCNJ5/ADRA1A/KCNJ8/NDP/KCNC1/KCNA5/MTNR1B/DSC2/CD36/SCN2A/SCN7A/HCN4/NTRK3/KCNA10/HCN3/SCN1A/ANK2/USP53/NTRK2/SCN2B/CACNA1C/AKAP6/GPD1L/CACNA2D1/GRIA1/GNA14/CACNA1D/RNF207/KCNB1/CHRNB2/CLDN19/GRIK2/KCNV1/GPER1/CACNB2/KCNC2/KCNK9/SCN9A/KCNMB3/KCNG3/KCNK3/JUP/KCNH6/SCN4B/KCNA3/KCNE1/KCNA4/CACNB4/CAV3/KCNB2/SLC8A1/SCN5A/KCND2/DRD1/GPRIN3/CLCN1/CLN3/SCN8A/RYR2/ASIC5/GJA5",91
"GO:0032835","glomerulus development","45/6369","74/18860",0.608108108108108,1.8007409199119,4.92818581135792,1.70883883701315e-06,5.55824126815602e-05,4.0347025143629e-05,"CFLAR/NOTCH3/PAX2/EDN1/COL4A4/MEF2C/PDGFB/BMP7/JAG1/HES1/NPHS2/TCF21/TEK/EGR1/PODXL/FOXJ1/EDNRB/SULF1/PLCE1/ENPEP/OSR1/KIRREL3/PTPRO/EDNRA/ANGPT1/IL6R/NPHS1/VANGL2/KLF15/HEYL/RET/SERPINB7/COL4A3/LAMB2/CD34/BASP1/GPR4/AGTR2/ADIPOQ/SULF2/LGR4/AQP1/PECAM1/CD24/LHX1",45
"GO:0061041","regulation of wound healing","74/6369","139/18860",0.532374100719424,1.57647598360313,4.87102600333682,1.7183297723689e-06,5.55824126815602e-05,4.0347025143629e-05,"ENPP4/TFPI/TBXA2R/ALOX5/F7/MYLK/FERMT2/FAP/EDN1/CPB2/F11/APOH/PDGFB/FERMT1/WFDC1/PLAT/CCN4/CADM4/CAV1/ALOX12/VTN/SH2B3/ADTRP/HBEGF/HRG/PROC/PLAU/FOXA2/HTN1/VIL1/F12/EMILIN2/EPHB2/CD36/SERPINE2/THBS1/DUOX1/FGF2/MMRN1/DUOX2/ADAMTS18/CASK/SERPING1/UBASH3B/ANGPT1/CD109/WNT4/DDR2/CLDN1/PF4/PRKCD/F2RL1/KLKB1/NOS3/SERPINF2/KRT1/PRKCE/FGG/FGA/FGB/HRAS/ANO6/MYOZ1/THBD/F2/PROS1/GP1BA/PRKG1/SERPINB2/OCLN/HTN3/MIR200B/MIR221/EPPK1",74
"GO:0141060","disruption of anatomical structure in another organism","74/6369","139/18860",0.532374100719424,1.57647598360313,4.87102600333682,1.7183297723689e-06,5.55824126815602e-05,4.0347025143629e-05,"PGLYRP1/MASP2/C8B/C6/GSDMB/CXCL2/FCN1/LYZ/CTSG/GZMH/CHGA/CCL17/NKG7/C5/CXCL12/DAO/GAPDH/C7/C9/HRG/POMC/GNLY/GBP3/NPPB/SEMG1/H2BC11/TREM1/CXCL6/C3/HTN1/MASP1/CCL25/LGALS3/NTS/CCL21/FCN3/XCL1/CXCL14/CXCL13/C8A/NCF1/PGLYRP3/PGLYRP4/CXCL3/PPBP/PF4/CAMP/F2RL1/DEFA5/DEFA4/MBL2/RNASE7/C2/SCNN1B/CXCL10/MUC7/DEFB4A/AZU1/SFN/C8G/F2/PRF1/CCL13/LCE3A/PLA2G2A/GZMM/ELANE/H2BC12/KRT6A/HTN3/DEFA3/LCE3C/C4A/CCL18",74
"GO:0001523","retinoid metabolic process","51/6369","87/18860",0.586206896551724,1.73588664923308,4.91247168993637,1.7191341148155e-06,5.55824126815602e-05,4.0347025143629e-05,"HSD17B6/CYP2W1/RDH8/LRP2/CYP26A1/CYP2D6/RARRES2/LIPA/CYP2C18/RBP2/RBP1/RPE65/RDH10/LRAT/LRP1/ALDH1A2/LDLR/CLPS/RBP4/RDH16/RDH12/CYP1A1/CYP1A2/CRABP2/CYP4V2/AWAT2/LRP8/CYP3A7/CYP2S1/SDR9C7/SDR16C5/CEL/LPL/PNPLA2/PRMT3/CYP27C1/AKR1C1/ADH1A/AKR1C3/ADH7/ADH1B/AKR1B10/AKR1C4/ABCA4/AKR1B15/UGT1A9/UGT1A1/UGT1A8/UGT1A7/ADH1C/RBP3",51
"GO:0050678","regulation of epithelial cell proliferation","186/6369","416/18860",0.447115384615385,1.32400630457625,4.77165372703999,1.84663430658288e-06,5.94016324914503e-05,4.31193797476205e-05,"TNMD/CFLAR/DLX6/CCL26/PAX6/BTK/ALOX5/BID/ISL1/SNAI2/FLT4/PTPRN/CDH3/NGFR/TIE1/TGFBR3/FGF10/VASH1/LIMS2/TP63/DLG1/PAX2/RAP1GAP/MEF2C/PGR/APOH/TGM1/TGFB2/NRP1/PDGFB/SIX4/JAG1/PPP1R16B/FGF9/FLT1/RGCC/SFRP1/OVOL3/HPN/CDK6/DLX5/PTN/CAV2/CAV1/WNT2/HOXA5/CCL24/ENG/CXCL12/CCL2/PHOX2B/AREG/MDK/GLI1/IL17A/BMP5/SEMA5A/PDCD10/WNT5A/HES1/IFT57/KDM5B/IRF6/KLF9/NR4A3/NKX2-3/TEK/GHSR/NR4A1/DBH/RUNX2/SOX9/GDF5/SLURP1/STAT5A/SIX1/BCL11B/ZFP36/KDR/SMO/DLL4/ALDH1A2/CDKN1C/PPARG/MYCN/DSC1/APLNR/CDK4/CNMD/EDNRB/HLX/FGFBP1/SULF1/THBS1/FGF2/EGF/PDX1/ACVRL1/BRCA2/FGF7/MARVELD3/GATA6/CRNN/OSR1/AGTR1/SFRP2/EGFR/CASK/NFIB/CDKN2A/ZEB1/DRD2/HMGA2/DAB2/BMP6/WNT3A/WNT7A/FZD7/CD109/JAML/TGFA/CLDN1/IHH/HMGB2/OSR2/JCAD/B2M/SAAL1/IGF2/ATOH8/COL4A3/AR/WNT10B/PKHD1/HAS2/APLN/SCG2/OVOL1/EGFL7/MMRN2/PTPRM/LEP/HRAS/SFN/NUPR1/SOX11/FUT2/JUN/AQP11/ERBB4/GATA2/EGR3/GPBAR1/NKX2-6/EPGN/NKX2-5/ZNF703/IQGAP3/SCN5A/TBX1/TACSTD2/PRKD1/FOXE3/GPR15LG/HMX2/SULF2/C5AR1/HES5/NRARP/PLXNB3/MIR126/SERPINB5/MIR149/MIR222/MIR27B/ANG/NME1/TNFSF12/NME2/APELA/PRKDC/EPPK1/MMP12/GDF2/UHRF1/MIR205",186
"GO:0001654","eye development","192/6369","432/18860",0.444444444444444,1.3160970673924,4.74591099087666,2.05775872728945e-06,6.58586719941072e-05,4.78065158865225e-05,"WNT16/USH1C/PAX6/TFAP2B/VIM/BAK1/MYOM2/CC2D2A/LAMC3/SDK2/FGF10/DLG1/PAX2/DCX/CACNA1S/GRHL2/FAT1/TGFB2/NRP1/CRYBB3/VSX1/BMP7/JAG1/MYOM1/LAMA1/CHRDL1/RS1/FGF9/FLT1/HSF4/RP1/CALB1/PPP1R13L/SLC17A7/WNT2/TSPAN12/SLC1A1/LHX2/PITX3/NECTIN1/WNT5B/TULP1/NR2E1/WNT5A/HES1/GNAT1/CLCN2/EFEMP1/WNT6/DLX2/VAX2/HDAC1/RPE65/MFAP2/KDM5B/TGIF2/OLFM3/VSX2/RDH10/TBX2/HPCA/TWIST1/NDP/SOX4/OPN5/SOX9/RHOJ/BCL11B/PLAAT1/CRYGN/GNGT1/KDR/DLL4/ALDH1A2/CDKN1C/COL5A1/RARA/NES/PDE6A/MYH10/EPHB2/CRB1/RAX/MTNR1B/AGTPBP1/ACTL6A/KLF4/TMOD1/TFAP2A/STRA6/SIX3/RBP4/FGF2/FBN2/PRICKLE1/FOXN4/ACVRL1/CYP1A1/NTRK3/NKD1/ADAMTS18/UNC45B/FBN3/BARHL2/NPHP1/DLX1/MYH15/TBC1D32/SDK1/EGFR/NFIB/NTRK2/SLC25A25/ZEB1/VAX1/DRD2/GPM6A/CACNA1C/POU4F2/BMP6/LPCAT1/WNT7A/EPHB1/RPGR/MEGF11/GRHL3/CPAMD8/AQP5/FZD5/LENEP/CRYBA2/IHH/TGFBR2/ADAMTS9/CLDN19/SPRY1/PITX2/CITED2/OSR2/FAT3/VSTM4/SPRED1/SLC38A8/RRM1/MFSD2A/ZEB2/FOS/BFSP2/ANGPTL7/LAMB2/RAB37/RARG/PTPRM/FZD4/CABP4/PLAAT3/SOX11/JUN/SOX12/FJX1/SLC17A8/ATOH7/TH/SOX2/MAB21L2/TSKU/SOX1/FOXL2/SIX6/GDF3/SLITRK6/FOXE3/MITF/IFT140/WNT7B/NHS/LCTL/SPRED3/HDAC2/HES5/RD3/SMOC1/ARHGEF15/RORB/BMPR2/COL5A2/TMEM231/TENM3/PRSS56/AQP1/LHX1/NR2E3",192
"GO:0002064","epithelial cell development","110/6369","226/18860",0.486725663716814,1.44130099194522,4.76576285681249,2.31884052552474e-06,7.38416704032679e-05,5.3601338780974e-05,"TNMD/PAX6/VIM/ARID4A/ROS1/FOXP3/ADAM7/TP63/RAPGEF3/PGR/GRHL2/FAT1/ABCB1/TFAP2C/ICAM1/PDGFB/JAG1/PPP1R16B/GATA1/KLF5/TJP1/TJP3/CDK6/HOXA5/HOXA13/NKX3-2/RAPGEF2/WNT5B/BMP5/PDE4D/AMOTL2/WNT5A/ARHGEF26/EPB41L5/PROC/EPAS1/NPHS2/RAP1A/NR5A2/ONECUT2/POF1B/SOX9/IL1B/NKX2-2/BCL11B/KDR/PODXL/SMO/FOXJ1/RARA/HSD17B4/GSTM3/IL6ST/EDNRB/TMOD1/DMRT1/RDX/SIX3/FRMD6/ADAMTSL4/NUP210L/ABCA12/MSN/ST14/SIDT2/RILPL2/MAGI1/EDNRA/BMP6/ROBO4/WNT7A/HYDIN/HOXB13/NPHS1/FRZB/FZD5/CLDN1/TMEM79/IHH/NKX6-1/F2RL1/DACT2/SPINT2/DNASE1L2/AR/ONECUT1/CDH2/BFSP2/FSHR/PKHD1/LAMB2/RARG/KRT2/INSM1/HEG1/SFN/GPR4/GATA2/CDH5/MYADM/SLC9A4/KCNE1/ADIPOQ/CLDN5/PDE2A/WNT7B/SOX18/NOTCH4/PECAM1/S1PR2",110
"GO:1903035","negative regulation of response to wounding","57/6369","101/18860",0.564356435643564,1.67118266230768,4.8293971910529,2.36495239751801e-06,7.4933516715358e-05,5.43939051429142e-05,"TFPI/ALOX5/RTN4R/DSG2/FAP/EDN1/CPB2/F11/APOH/PDGFB/WFDC1/PLAT/ALOX12/VTN/MDK/SH2B3/ADTRP/IL17A/HRG/PROC/TNR/SPP1/PLAU/F12/SERPINE2/IL33/KIAA0319/THBS1/FGF2/MMRN1/ADAMTS18/CASK/SERPING1/UBASH3B/ANGPT1/CD109/WNT4/PF4/PRKCD/KLKB1/NOS3/SERPINF2/KRT1/FGG/FGA/FGB/MYOZ1/THBD/F2/RGMA/KREMEN1/PROS1/GP1BA/PRKG1/SERPINB2/MIR200B/EPPK1",57
"GO:0090068","positive regulation of cell cycle process","131/6369","278/18860",0.471223021582734,1.39539428278385,4.74245158503131,2.40252260313436e-06,7.57452026669773e-05,5.49831043503386e-05,"DBF4/NCAPD2/DDX11/SPAST/FGF10/TP63/SPAG5/EDN1/CDC14A/NDC80/AURKA/BIRC5/DAZL/CDC6/CDC7/RANBP1/PDGFB/FAM83D/RGCC/SMPD3/CCNE1/HOXA13/EZH2/FGF8/PHOX2B/NCAPG/GLI1/RAD51AP1/FBXO5/CCND3/SMC4/KAT2B/WNT5A/ECT2/EIF4G1/IL1A/CDC20/KIF14/CPSF3/MSX2/TBX2/NCAPH/GPSM2/STIL/IL1B/XRCC3/DLGAP5/E2F8/SOX15/KCNA5/CCNB1/CDCA8/CDK4/ESPL1/USP44/SMC2/DMRT1/RDX/NUSAP1/KIF23/KNL1/KIF20B/LEF1/EGF/CYP1A1/PLK4/DTL/DYRK3/CRNN/EGFR/STRA8/NCAPG2/DRD2/INCENP/CCDC15/CHEK1/NCAPD3/CPAP/ADAMTS1/SKA1/SASS6/CDC25C/PPP1R35/DBF4B/RACGAP1/SSTR5/WNT4/DDR2/SMC6/TGFA/CDC25A/POC1A/MAD2L1/PRDM9/TERT/TBX20/SKA3/E2F7/IGF2/RRM1/FEN1/BUB1/WNT10B/CDK1/PRKCE/RHNO1/RRM2/MTBP/UBE2C/CCNE2/SPHK1/ATAD5/GEN1/AURKB/TAS1R2/RCC2/NEUROG1/EPGN/RXFP3/CHEK2/PKP3/ANAPC7/PIWIL2/TFDP1/AIF1/MIR222/MIR221/TAS2R13/MAP10/MEIOSIN/PTENP1-AS",131
"GO:0021872","forebrain generation of neurons","52/6369","90/18860",0.577777777777778,1.71092618761013,4.82736326324457,2.50163809868303e-06,7.80930080362283e-05,5.66873657829652e-05,"PAX6/ASPM/TFAP2C/LHX5/NRP1/SALL1/DLX5/LHX6/LHX3/FGF8/RAPGEF2/NR2E1/WNT5A/HES1/DLX2/BMP2/BCL11B/EMX1/NKX2-1/TBR1/FGF2/LEF1/ASCL1/DLX1/SLIT2/DRD2/FEZF2/WNT3A/ELAVL4/WNT4/LHX8/HPRT1/B2M/GBX2/ATF5/RAC3/SEMA3E/OTP/ID4/NDNF/FOXG1/ERBB4/GATA2/GSX2/CSF1R/SOX1/CNTN2/DRD1/ROBO2/LYPD6/TOX/SHANK3",52
"GO:0048708","astrocyte differentiation","52/6369","90/18860",0.577777777777778,1.71092618761013,4.82736326324457,2.50163809868303e-06,7.80930080362283e-05,5.66873657829652e-05,"PAX6/VIM/LAMC3/TREM2/MAG/CDK6/NR2E1/QKI/NR3C1/HES1/ID2/LRP1/SOX9/IL1B/NKX2-2/BMP2/LIF/SMO/LDLR/GFAP/TSPAN2/MYCN/IL6ST/SERPINE2/IL6/TLR4/GCM1/NTRK3/S100A8/EIF2B5/TTBK1/VAX1/HMGA2/TAL1/PLPP3/S100A9/ZEB2/FPR2/GAP43/LAMB2/ID4/C1QA/DAB1/F2/CNTN2/POU3F2/DRD1/ROR1/MAPT/C5AR1/HES5/AGER",52
"GO:0007204","positive regulation of cytosolic calcium ion concentration","85/6369","166/18860",0.512048192771084,1.51628653095661,4.77078747655518,2.53734119905648e-06,7.87716496940023e-05,5.71799887316413e-05,"TBXA2R/CD4/BAK1/LPAR2/EDN1/ADCYAP1R1/P2RX7/JPH4/SLC8A3/OXT/GATA1/PIK3CG/CAV1/NMU/IL2/CCKBR/TRPV4/GLP1R/CCR6/ADRA1A/CCRL2/CCR2/PTGFR/PTGER2/MCHR1/ACKR4/CHRNA10/EPO/HRH4/C5AR2/CD36/EDNRB/CIB2/TRPC6/TRPC3/PLCZ1/ADCYAP1/ACKR3/AGTR1/JPH2/CACNA1C/EDNRA/CACNA2D1/JPH3/CXCL13/PTGIR/GNG3/PROK2/CXCR1/CCR1/F2RL1/GPER1/RIC3/GALR1/PTGDR/CX3CR1/CD52/P2RY1/ADRA1B/PLA2G1B/FPR2/FPR1/LPAR3/PTGER4/C3AR1/ADRA1D/CYSLTR1/SAA1/CCR9/CHRNA9/CMKLR1/GRIN1/GATA2/CXCR2/CAV3/GALR2/SLC8A1/PRKG1/FFAR4/P2RX2/CD55/C5AR1/NMB/RYR2/CD24",85
"GO:0002934","desmosome organization","14/6369","15/18860",0.933333333333333,2.76380384152405,4.87971202869539,2.55420371962139e-06,7.87716496940023e-05,5.71799887316413e-05,"SNAI2/CDH1/DSG2/PKP2/PKP1/DSP/NECTIN1/PERP/GRHL1/DSG3/DSC1/JUP/PKP3/KPRP",14
"GO:0070371","ERK1 and ERK2 cascade","152/6369","331/18860",0.459214501510574,1.3598344321698,4.71614419328341,2.56066906059089e-06,7.87716496940023e-05,5.71799887316413e-05,"CFLAR/CX3CL1/CD4/MARCO/CD74/FLT4/ROS1/LMO3/PRKCZ/FGFR3/FGF10/FERMT2/FGF4/DLG1/EDN1/PTPRC/NOX4/MT3/ICAM1/TREM2/NRP1/PDGFB/FAM83D/NECAB2/CTSH/FGF21/NOD1/FGF8/NHERF1/RAPGEF2/TRPV4/OPRM1/PDE8B/GNAI2/IL1A/GCG/RAP1A/CCN2/DUSP1/TEK/TNFSF11/ADRA1A/IAPP/NPY/RAMP3/GLIPR2/SOX9/IL1B/BMP2/RRAS/WNK4/PLA2G5/KDR/LIF/CHRNA10/EPO/DUSP9/AKAP12/TRAF7/EPHB2/DUSP26/PTPN22/HAVCR2/CD36/EPHA7/GPNMB/KLF4/TLR4/CCL21/ARRB1/FGF2/EGF/DUSP6/ADCYAP1/ARRB2/NLRP12/CCN1/S100A7/ACKR3/TPBG/EGFR/HTR2C/DRD2/DAB2/ANGPT1/EPHB1/FGF18/PRXL2C/FGFR4/SCIMP/FGF19/DDR2/ATF3/NEK10/CCR1/SPRY1/HAND2/NPY5R/F2RL1/BMPER/GPER1/YWHAZ/WNK2/SPRED1/SERPINF2/NPNT/GPR183/P2RY1/CDK1/FSHR/PKHD1/FPR2/PTGER4/FGG/FGA/FGB/P2RY6/CHRNA9/HRAS/CHRNA7/TBC1D10C/JUN/ERBB4/NRXN1/GPBAR1/MTURN/ADIPOQ/CSF1R/GAS6/TNFAIP8L3/IQGAP3/FFAR4/C1QL4/NPSR1/SPRY4/PLA2G2A/SPRED3/ALKAL2/CXCL17/HLA-DRB1/SLC30A10/FAM3C/C5AR1/MIR126/AGER/MIR27B/MIR221/MIF/APELA/MIR145/CCL3/MIR205",152
"GO:0046661","male sex differentiation","90/6369","178/18860",0.50561797752809,1.49724525925259,4.75954370409235,2.60139926352949e-06,7.96380054733642e-05,5.78088725228776e-05,"FKBP4/HOXA11/ARID4A/DMRT3/ASPM/FGF10/HOXA9/LRP2/ABCB1/TFAP2C/TGFB2/MSH2/BIK/SIX4/GATA1/FGF9/SFRP1/ADAM2/LHB/AMH/HOXA13/FGF8/BMP5/WNT5A/DHCR24/NR5A2/TCF21/TEX11/KIF18A/PRDX4/INHA/SOX9/STAT5A/HOXD13/SOX15/DNAAF11/RARA/RXFP2/HSD17B4/ADAM20/TBX3/AMHR2/NKX2-1/BRIP1/GATA4/NR5A1/DMRT1/RBP4/DHH/ADAM21/GATA6/GREB1L/LHX9/NUP210L/REN/SFRP2/SRD5A1/HMGA2/GFRA1/CCNO/BMP6/MMP14/ACE/WNT4/HMGB2/TLR3/CITED2/SGPL1/RRM1/DNAAF3/ADAM29/ADAM18/AR/NR0B1/ZFPM2/FSHR/NUPR1/TEX19/FANCA/SYCP2/AKR1C3/ADAM32/ODAD3/LGR4/ADGRG1/GMNC/C18orf63/MCIDAS/HOXA10/SRD5A2",90
"GO:0007416","synapse assembly","133/6369","284/18860",0.46830985915493,1.38676777259569,4.68953410556677,3.03641452221523e-06,9.19389860596828e-05,6.67380993963296e-05,"PLXND1/ARHGAP33/GABRA3/GABRA1/MUSK/CDH1/RTN4R/CBLN4/CYFIP2/NTN1/SDK2/ADD2/PLXNA2/MEF2C/NRCAM/CRTAC1/SIX4/OXT/SYNDIG1/GABRE/SRPX2/NUMBL/ICAM5/SPOCK2/CPEB3/NEURL1/DKK1/ABI3/NRXN2/NECTIN1/ASIC1/LIN7A/PCDHB6/GABRG2/WNT5A/EIF4G1/MARK1/ADGRL2/PCDH17/PCDHB14/KCNJ8/ADGRB2/GHSR/CSMD2/RAB17/FLRT3/FLRT1/SIX1/LRFN1/DOCK4/LRRC4B/MAP1B/EPHB2/LRP4/ADGRB3/EPHA7/DOCK10/TLR2/PRICKLE1/NTRK3/ST8SIA2/CBLN2/IGSF11/GABRB2/TPBG/SDK1/SIGMAR1/NTRK2/DRD2/KIRREL3/CNTN5/GPM6A/DLG5/POU4F1/LGI2/WNT3A/WNT7A/EPHB1/GRIA1/ELMO1/CHRNB2/SHANK2/LRRTM1/FZD5/GABRG1/LRFN5/C1QL3/LRTM2/CASKIN1/RAC3/NLGN1/CDH2/CLSTN1/SRGAP2C/GAP43/LRRC15/NEGR1/LRRN3/LRFN4/SPTBN2/FBXO45/LINGO2/LRRN1/BDNF/SLITRK1/ERBB4/SLITRK4/NRXN1/AMIGO1/ADGRB1/GABRG3/EPHB3/SLITRK6/DRD1/ROBO2/NRG3/GABRA5/THBS2/CARMIL3/MAPT/RELN/IL1RAPL2/IL1RAP/PCDHB11/DNM3/PLXNB3/ARHGEF15/LINGO4/VSTM5/PLXNA4/ELFN1/SHANK3/S1PR2",133
